Timestamp,Zone,Temperature(C),Humidity(%),Pressure(hPa),Altitude(m),Light(lx),Sound(dB)
2026-08-19 17:30:26,ZONE_A,29.65,82.00,1000.35,97.54,8266.67,87.0
2026-08-19 17:30:28,ZONE_A,29.64,82.00,1000.40,97.19,8756.67,50.0
2026-08-19 17:30:30,ZONE_A,29.65,82.00,1000.44,96.79,9679.17,53.0
2026-08-19 17:30:32,ZONE_A,29.64,82.00,1000.42,96.96,10542.50,55.0
2026-08-19 17:30:34,ZONE_A,29.66,82.00,1000.43,96.93,9712.50,50.0
2026-08-19 17:30:36,ZONE_A,29.67,82.00,1000.41,97.04,9366.67,55.0
2026-08-19 17:30:38,ZONE_A,29.68,82.00,1000.42,96.95,10335.00,66.0
2026-08-19 17:30:40,ZONE_A,29.69,82.00,1000.44,96.84,9084.17,55.0
2026-08-19 17:30:42,ZONE_A,29.71,82.00,1000.42,96.95,7524.17,62.0
2026-08-19 17:30:44,ZONE_A,29.72,82.00,1000.43,96.89,6647.50,59.0
2026-08-19 17:30:46,ZONE_A,29.77,82.00,1000.40,97.18,6922.50,58.0
2026-08-19 17:30:48,ZONE_A,29.74,82.00,1000.42,96.99,7972.50,57.0
2026-08-19 17:30:50,ZONE_A,29.70,82.00,1000.43,96.93,10186.67,87.0
2026-08-19 17:30:52,ZONE_A,29.68,82.00,1000.44,96.78,9540.00,46.0
2026-08-19 17:30:54,ZONE_A,29.71,82.00,1000.38,97.31,7170.83,77.0
2026-08-19 17:30:56,ZONE_A,29.70,82.00,1000.44,96.83,7595.83,53.0
2026-08-19 17:30:58,ZONE_A,29.74,82.00,1000.46,96.62,8095.00,50.0
2026-08-19 17:31:00,ZONE_A,29.68,82.00,1000.42,97.00,6900.00,53.0
2026-08-19 17:31:02,ZONE_A,29.68,82.00,1000.43,96.90,7365.83,56.0
2026-08-19 17:31:04,ZONE_A,29.68,82.00,1000.45,96.70,6989.17,59.0
2026-08-19 17:31:06,ZONE_A,29.69,82.00,1000.43,96.93,7497.50,68.0
2026-08-19 17:31:08,ZONE_A,29.70,82.00,1000.43,96.90,7262.50,58.0
2026-08-19 17:31:10,ZONE_A,29.72,82.00,1000.44,96.80,6704.17,58.0
2026-08-19 17:31:12,ZONE_A,29.72,82.00,1000.42,96.99,6655.83,64.0
2026-08-19 17:31:14,ZONE_A,29.71,82.00,1000.45,96.71,7302.50,59.0
2026-08-19 17:31:16,ZONE_A,29.71,82.00,1000.42,96.97,7423.33,50.0
2026-08-19 17:31:18,ZONE_A,29.72,82.00,1000.42,97.01,7062.50,54.0
2026-08-19 17:31:20,ZONE_A,29.73,82.00,1000.43,96.90,6621.67,58.0
2026-08-19 17:31:22,ZONE_A,29.69,82.00,1000.41,97.07,7205.83,56.0
2026-08-19 17:31:24,ZONE_A,29.68,82.00,1000.48,96.63,8201.67,53.0
2026-08-19 17:31:26,ZONE_A,29.65,82.00,1000.41,97.05,8655.00,54.0
2026-08-19 17:31:28,ZONE_A,29.57,82.00,1000.45,96.69,8550.00,55.0
2026-08-19 17:31:30,ZONE_A,29.56,82.00,1000.48,96.48,10358.33,55.0
2026-08-19 17:31:32,ZONE_A,29.53,82.00,1000.44,96.80,9695.83,79.0
2026-08-19 17:31:34,ZONE_A,29.50,82.00,1000.46,96.65,11290.83,56.0
2026-08-19 17:31:36,ZONE_A,29.50,82.00,1000.45,96.69,10441.67,55.0
2026-08-19 17:31:38,ZONE_A,29.52,82.00,1000.44,96.81,7885.00,60.0
2026-08-19 17:31:40,ZONE_A,29.57,82.00,1000.42,97.00,7067.50,59.0
2026-08-19 17:31:42,ZONE_A,29.57,82.00,1000.45,96.73,6770.83,57.0
2026-08-19 17:31:44,ZONE_A,29.53,83.00,1000.43,96.88,7675.83,55.0
2026-08-19 17:31:46,ZONE_A,29.55,83.00,1000.44,96.83,7691.67,57.0
2026-08-19 17:31:48,ZONE_A,29.58,83.00,1000.44,96.82,7622.50,44.0
2026-08-19 17:31:50,ZONE_A,29.58,83.00,1000.45,96.76,10125.83,59.0
2026-08-19 17:31:52,ZONE_A,29.60,83.00,1000.42,96.96,9530.83,69.0
2026-08-19 17:31:54,ZONE_A,29.64,83.00,1000.43,96.88,9015.00,54.0
2026-08-19 17:31:56,ZONE_A,29.68,83.00,1000.44,96.81,9447.50,56.0
2026-08-19 17:31:58,ZONE_A,29.70,83.00,1000.44,96.85,10531.67,62.0
2026-08-19 17:32:00,ZONE_A,29.70,83.00,1000.44,96.83,10971.67,66.0
2026-08-19 17:32:02,ZONE_A,29.71,83.00,1000.42,97.00,11321.67,58.0
2026-08-19 17:32:04,ZONE_A,29.74,83.00,1000.42,96.95,10896.67,60.0
2026-08-19 17:32:06,ZONE_A,29.76,83.00,1000.40,97.16,11822.50,58.0
2026-08-19 17:32:08,ZONE_A,29.75,83.00,1000.43,96.86,14303.33,56.0
2026-08-19 17:32:10,ZONE_A,29.79,83.00,1000.47,96.53,12871.67,51.0
2026-08-19 17:32:12,ZONE_A,29.82,83.00,1000.42,97.02,10963.33,55.0
2026-08-19 17:32:14,ZONE_A,29.82,83.00,1000.43,96.90,11140.00,55.0
2026-08-19 17:32:16,ZONE_A,29.79,83.00,1000.47,96.59,14442.50,51.0
2026-08-19 17:32:18,ZONE_A,29.79,83.00,1000.50,96.29,14699.17,42.0
2026-08-19 17:32:20,ZONE_A,29.75,83.00,1000.50,96.69,11240.00,62.0
2026-08-19 17:32:22,ZONE_A,29.74,83.00,1000.50,96.33,13438.33,59.0
2026-08-19 17:32:24,ZONE_A,29.72,83.00,1000.51,96.26,11146.67,52.0
2026-08-19 17:32:26,ZONE_A,29.70,83.00,1000.49,96.40,11634.17,52.0
2026-08-19 17:32:28,ZONE_A,29.71,82.00,1000.49,96.39,9984.17,75.0
2026-08-19 17:32:30,ZONE_A,29.71,82.00,1000.51,96.25,10525.00,44.0
2026-08-19 17:32:32,ZONE_A,29.72,82.00,1000.49,96.37,12083.33,52.0
2026-08-19 17:32:34,ZONE_A,29.74,82.00,1000.51,96.18,12609.17,59.0
2026-08-19 17:32:36,ZONE_A,29.75,82.00,1000.54,95.99,14454.17,63.0
2026-08-19 17:32:38,ZONE_A,29.80,82.00,1000.52,96.13,13750.83,56.0
2026-08-19 17:32:40,ZONE_A,29.85,82.00,1000.59,95.59,13742.50,53.0
2026-08-19 17:32:42,ZONE_A,29.90,82.00,1000.57,95.71,13298.33,55.0
2026-08-19 17:32:44,ZONE_A,29.94,82.00,1000.49,96.40,8315.00,55.0
2026-08-19 17:32:46,ZONE_A,29.87,82.00,1000.48,96.51,6457.50,63.0
2026-08-19 17:32:48,ZONE_A,29.85,82.00,1000.47,96.57,7099.17,56.0
2026-08-19 17:32:50,ZONE_A,29.79,82.00,1000.48,96.49,6644.17,56.0
2026-08-19 17:32:52,ZONE_A,29.75,82.00,1000.45,96.76,6579.17,41.0
2026-08-19 17:32:54,ZONE_A,29.68,82.00,1000.48,96.51,6986.67,53.0
2026-08-19 17:32:56,ZONE_A,29.64,82.00,1000.49,96.41,6472.50,51.0
2026-08-19 17:32:58,ZONE_A,29.63,82.00,1000.48,96.51,7748.33,46.0
2026-08-19 17:33:00,ZONE_A,29.62,82.00,1000.50,96.28,7210.83,50.0
2026-08-19 17:33:02,ZONE_A,29.54,82.00,1000.47,96.57,7345.83,62.0
2026-08-19 17:33:04,ZONE_A,29.55,81.00,1000.43,96.86,7442.50,54.0
2026-08-19 17:33:06,ZONE_A,29.50,81.00,1000.41,97.09,7131.67,65.0
2026-08-19 17:33:08,ZONE_A,29.47,81.00,1000.45,96.74,7385.83,60.0
2026-08-19 17:33:10,ZONE_A,29.44,81.00,1000.44,96.85,7491.67,59.0
2026-08-19 17:33:12,ZONE_A,29.40,81.00,1000.42,96.97,7532.50,59.0
2026-08-19 17:33:14,ZONE_A,29.40,81.00,1000.41,97.05,7462.50,56.0
2026-08-19 17:33:16,ZONE_A,29.37,81.00,1000.43,96.92,7530.00,59.0
2026-08-19 17:33:18,ZONE_A,29.35,81.00,1000.43,96.89,7658.33,70.0
2026-08-19 17:33:20,ZONE_A,29.30,81.00,1000.44,96.80,7574.17,50.0
2026-08-19 17:33:22,ZONE_A,29.30,81.00,1000.42,96.95,7383.33,58.0
2026-08-19 17:33:24,ZONE_A,29.30,81.00,1000.42,97.02,7542.50,57.0
2026-08-19 17:33:26,ZONE_A,29.34,81.00,1000.45,96.76,7991.67,57.0
2026-08-19 17:33:28,ZONE_A,29.37,81.00,1000.47,96.59,8235.83,56.0
2026-08-19 17:33:30,ZONE_A,29.40,81.00,1000.45,96.75,7035.83,55.0
2026-08-19 17:33:32,ZONE_A,29.39,81.00,1000.45,96.72,6139.17,53.0
2026-08-19 17:33:34,ZONE_A,29.41,81.00,1000.44,96.79,6160.00,62.0
2026-08-19 17:33:36,ZONE_A,29.43,81.00,1000.44,96.78,6641.67,54.0
2026-08-19 17:33:38,ZONE_A,29.46,81.00,1000.48,96.49,10740.83,50.0
2026-08-19 17:33:40,ZONE_A,29.52,81.00,1000.43,96.93,12555.83,62.0
2026-08-19 17:33:42,ZONE_A,29.55,81.00,1000.42,96.97,11576.67,59.0
2026-08-19 17:33:44,ZONE_A,29.58,81.00,1000.47,96.57,11731.67,56.0
2026-08-19 17:33:46,ZONE_A,29.58,81.00,1000.40,97.05,9325.00,56.0
2026-08-19 17:33:48,ZONE_A,29.58,82.00,1000.48,96.46,11675.83,58.0
2026-08-19 17:33:50,ZONE_A,29.59,82.00,1000.46,96.65,12449.17,60.0
2026-08-19 17:33:52,ZONE_A,29.63,82.00,1000.48,96.45,16035.83,60.0
2026-08-19 17:33:54,ZONE_A,29.64,82.00,1000.47,96.54,14807.50,59.0
2026-08-19 17:33:56,ZONE_A,29.68,82.00,1000.48,96.49,15359.17,62.0
2026-08-19 17:33:58,ZONE_A,29.67,82.00,1000.50,96.32,16283.33,66.0
2026-08-19 17:34:00,ZONE_A,29.68,82.00,1000.46,96.60,16289.17,53.0
2026-08-19 17:34:02,ZONE_A,29.69,82.00,1000.48,96.48,16455.83,65.0
2026-08-19 17:34:04,ZONE_A,29.70,82.00,1000.46,96.68,16611.67,59.0
2026-08-19 17:34:06,ZONE_A,29.75,82.00,1000.51,96.19,16804.17,62.0
2026-08-19 17:34:08,ZONE_A,29.78,82.00,1000.48,96.51,15897.50,57.0
2026-08-19 17:34:10,ZONE_A,29.81,82.00,1000.48,96.49,16209.17,52.0
2026-08-19 17:34:12,ZONE_A,29.86,82.00,1000.47,96.52,16254.17,66.0
2026-08-19 17:34:14,ZONE_A,29.88,82.00,1000.46,96.61,16836.67,63.0
2026-08-19 17:34:16,ZONE_A,29.86,82.00,1000.49,96.35,14070.83,48.0
2026-08-19 17:34:18,ZONE_A,29.85,82.00,1000.47,96.52,12003.33,66.0
2026-08-19 17:34:20,ZONE_A,29.90,82.00,1000.50,96.27,14316.67,56.0
2026-08-19 17:34:22,ZONE_A,29.89,82.00,1000.49,96.43,16655.00,64.0
2026-08-19 17:34:24,ZONE_A,29.89,82.00,1000.53,96.06,13207.50,54.0
2026-08-19 17:34:26,ZONE_A,29.92,81.00,1000.50,96.29,12434.17,46.0
2026-08-19 17:34:28,ZONE_A,29.95,81.00,1000.51,96.20,13480.83,60.0
2026-08-19 17:34:30,ZONE_A,29.94,81.00,1000.45,96.71,13016.67,49.0
2026-08-19 17:34:32,ZONE_A,29.95,81.00,1000.47,96.57,12948.33,49.0
2026-08-19 17:34:34,ZONE_A,29.96,81.00,1000.46,96.61,12955.83,55.0
2026-08-19 17:34:36,ZONE_A,29.97,81.00,1000.44,96.78,13482.50,57.0
2026-08-19 17:34:38,ZONE_A,30.00,81.00,1000.48,96.52,14040.83,56.0
2026-08-19 17:34:40,ZONE_A,30.02,81.00,1000.49,96.42,16102.50,54.0
2026-08-19 17:34:42,ZONE_A,29.99,81.00,1000.46,96.62,16045.83,51.0
2026-08-19 17:34:44,ZONE_A,30.00,81.00,1000.47,96.53,16264.17,63.0
2026-08-19 17:34:46,ZONE_A,30.00,81.00,1000.52,96.16,15291.67,64.0
2026-08-19 17:34:48,ZONE_A,30.00,81.00,1000.51,96.25,15602.50,62.0
2026-08-19 17:34:50,ZONE_A,30.03,80.00,1000.50,96.34,14350.83,58.0
2026-08-19 17:34:52,ZONE_A,30.06,80.00,1000.49,96.37,15588.33,61.0
2026-08-19 17:34:54,ZONE_A,30.07,80.00,1000.49,96.41,16558.33,53.0
2026-08-19 17:34:56,ZONE_A,30.13,80.00,1000.51,96.26,14338.33,50.0
2026-08-19 17:34:58,ZONE_A,30.16,80.00,1000.51,96.25,15181.67,50.0
2026-08-19 17:35:00,ZONE_A,30.17,80.00,1000.47,96.60,15446.67,62.0
2026-08-19 17:35:02,ZONE_A,30.19,80.00,1000.52,96.17,15534.17,64.0
2026-08-19 17:35:04,ZONE_A,30.20,80.00,1000.50,96.31,15915.00,51.0
2026-08-19 17:35:06,ZONE_A,30.18,80.00,1000.49,96.36,15880.83,64.0
2026-08-19 17:35:08,ZONE_A,30.19,80.00,1000.46,96.61,16160.00,49.0
2026-08-19 17:35:10,ZONE_A,30.20,80.00,1000.44,96.83,16271.67,67.0
2026-08-19 17:35:12,ZONE_A,30.21,80.00,1000.43,96.88,16467.50,54.0
2026-08-19 17:35:14,ZONE_A,30.23,80.00,1000.48,96.50,16553.33,50.0
2026-08-19 17:35:16,ZONE_A,30.25,80.00,1000.45,96.76,16497.50,59.0
2026-08-19 17:35:18,ZONE_A,30.25,80.00,1000.47,96.55,16585.83,57.0
2026-08-19 17:35:20,ZONE_A,30.26,80.00,1000.48,96.49,16626.67,58.0
2026-08-19 17:35:22,ZONE_A,30.27,80.00,1000.51,96.19,16543.33,56.0
2026-08-19 17:35:24,ZONE_A,30.28,80.00,1000.51,96.22,16063.33,61.0
2026-08-19 17:35:26,ZONE_A,30.29,80.00,1000.47,96.52,13985.83,71.0
2026-08-19 17:35:28,ZONE_A,30.29,80.00,1000.49,96.43,17088.33,60.0
2026-08-19 17:35:30,ZONE_A,30.24,80.00,1000.45,96.74,15007.50,58.0
2026-08-19 17:35:32,ZONE_A,30.21,80.00,1000.43,96.88,8074.17,59.0
2026-08-19 17:35:34,ZONE_A,30.16,80.00,1000.40,97.16,6764.17,63.0
2026-08-19 17:35:36,ZONE_A,30.10,80.00,1000.41,97.06,5254.17,56.0
2026-08-19 17:35:38,ZONE_A,30.06,80.00,1000.42,96.98,4836.67,53.0
2026-08-19 17:35:40,ZONE_A,30.01,80.00,1000.46,96.75,4894.17,59.0
2026-08-19 17:35:42,ZONE_A,29.97,80.00,1000.42,97.01,2448.33,45.0
2026-08-19 17:35:44,ZONE_A,29.95,80.00,1000.44,96.81,2155.83,71.0
2026-08-19 17:35:46,ZONE_A,29.92,80.00,1000.44,96.81,2377.50,60.0
2026-08-19 17:35:48,ZONE_A,29.85,80.00,1000.44,96.84,2157.50,54.0
2026-08-19 17:35:50,ZONE_A,29.80,80.00,1000.46,96.69,2046.67,54.0
2026-08-19 17:35:52,ZONE_A,29.80,80.00,1000.50,96.35,2194.17,61.0
2026-08-19 17:35:54,ZONE_A,29.80,80.00,1000.48,96.51,2234.17,55.0
2026-08-19 17:35:56,ZONE_A,29.82,80.00,1000.48,96.46,2255.00,61.0
2026-08-19 17:35:58,ZONE_A,29.79,80.00,1000.45,96.75,3505.00,58.0
2026-08-19 17:36:00,ZONE_A,29.80,80.00,1000.46,96.65,3687.50,58.0
2026-08-19 17:36:02,ZONE_A,29.79,80.00,1000.48,96.63,3687.50,57.0
2026-08-19 17:36:04,ZONE_A,29.77,80.00,1000.46,96.61,3570.00,58.0
2026-08-19 17:36:06,ZONE_A,29.77,80.00,1000.44,96.78,2788.33,56.0
2026-08-19 17:36:08,ZONE_A,29.74,80.00,1000.47,96.55,3060.83,65.0
2026-08-19 17:36:10,ZONE_A,29.73,80.00,1000.49,96.39,3006.67,63.0
2026-08-19 17:36:12,ZONE_A,29.74,80.00,1000.49,96.35,2980.83,45.0
2026-08-19 17:36:14,ZONE_A,29.72,80.00,1000.48,96.49,2991.67,65.0
2026-08-19 17:36:16,ZONE_A,29.72,80.00,1000.48,96.50,2978.33,57.0
2026-08-19 17:36:18,ZONE_A,29.69,80.00,1000.48,96.52,3014.17,56.0
2026-08-19 17:36:20,ZONE_A,29.66,80.00,1000.46,96.69,3018.33,57.0
2026-08-19 17:36:22,ZONE_A,29.64,80.00,1000.47,96.59,3004.17,54.0
2026-08-19 17:36:24,ZONE_A,29.64,80.00,1000.47,96.55,2913.33,62.0
2026-08-19 17:36:26,ZONE_A,29.65,80.00,1000.48,96.51,2881.67,45.0
2026-08-19 17:36:28,ZONE_A,29.67,80.00,1000.49,96.43,3665.83,52.0
2026-08-19 17:36:30,ZONE_A,29.70,80.00,1000.47,96.58,3934.17,53.0
2026-08-19 17:36:32,ZONE_A,29.72,81.00,1000.43,96.44,4684.17,48.0
2026-08-19 17:36:34,ZONE_A,29.74,81.00,1000.45,96.71,4166.67,52.0
2026-08-19 17:36:36,ZONE_A,29.75,81.00,1000.49,96.35,2961.67,63.0
2026-08-19 17:36:38,ZONE_A,29.72,81.00,1000.49,96.43,3067.50,57.0
2026-08-19 17:36:40,ZONE_A,29.72,81.00,1000.49,96.36,4476.67,58.0
2026-08-19 17:36:42,ZONE_A,29.72,81.00,1000.50,96.33,5736.67,56.0
2026-08-19 17:36:44,ZONE_A,29.69,81.00,1000.49,96.41,5785.83,50.0
2026-08-19 17:36:46,ZONE_A,29.68,81.00,1000.53,96.06,5866.67,62.0
2026-08-19 17:36:48,ZONE_A,29.61,81.00,1000.54,95.97,5970.00,57.0
2026-08-19 17:36:50,ZONE_A,29.57,81.00,1000.55,95.90,5943.33,59.0
2026-08-19 17:36:52,ZONE_A,29.49,81.00,1000.52,96.15,5914.17,52.0
2026-08-19 17:36:54,ZONE_A,29.45,81.00,1000.48,96.51,5005.83,56.0
2026-08-19 17:36:56,ZONE_A,29.44,81.00,1000.51,96.18,5200.00,65.0
2026-08-19 17:36:58,ZONE_A,29.42,81.00,1000.53,96.01,5060.83,55.0
2026-08-19 17:37:00,ZONE_A,29.44,81.00,1000.51,96.26,5062.50,60.0
2026-08-19 17:37:02,ZONE_A,29.45,81.00,1000.51,96.40,5236.67,40.0
2026-08-19 17:37:04,ZONE_A,29.45,81.00,1000.52,96.13,4660.83,58.0
2026-08-19 17:37:06,ZONE_A,29.44,81.00,1000.51,96.25,3576.67,85.0
2026-08-19 17:37:08,ZONE_A,29.42,81.00,1000.52,96.17,3904.17,53.0
2026-08-19 17:37:10,ZONE_A,29.40,81.00,1000.50,96.28,4592.50,44.0
2026-08-19 17:37:12,ZONE_A,29.44,81.00,1000.53,96.05,9296.67,54.0
2026-08-19 17:37:14,ZONE_A,29.43,81.00,1000.47,96.60,7175.00,59.0
2026-08-19 17:37:16,ZONE_A,29.43,81.00,1000.51,96.25,7561.67,44.0
2026-08-19 17:37:18,ZONE_A,29.40,81.00,1000.49,96.38,7766.67,64.0
2026-08-19 17:37:20,ZONE_A,29.39,81.00,1000.55,95.93,8080.83,60.0
2026-08-19 17:37:22,ZONE_A,29.37,82.00,1000.53,96.08,7553.33,58.0
2026-08-19 17:37:24,ZONE_A,29.33,82.00,1000.53,96.04,7819.17,53.0
2026-08-19 17:37:26,ZONE_A,29.31,82.00,1000.51,96.18,8265.83,62.0
2026-08-19 17:37:28,ZONE_A,29.30,82.00,1000.49,96.40,8903.33,53.0
2026-08-19 17:37:30,ZONE_A,29.27,82.00,1000.48,96.51,9254.17,56.0
2026-08-19 17:37:32,ZONE_A,29.26,83.00,1000.51,96.23,8991.67,58.0
2026-08-19 17:37:34,ZONE_A,29.30,83.00,1000.50,96.31,9132.50,57.0
2026-08-19 17:37:36,ZONE_A,29.30,83.00,1000.52,96.17,8034.17,51.0
2026-08-19 17:37:38,ZONE_A,29.30,83.00,1000.53,96.07,7823.33,56.0
2026-08-19 17:37:40,ZONE_A,29.27,84.00,1000.49,96.39,6700.00,54.0
2026-08-19 17:37:42,ZONE_A,29.26,84.00,1000.50,96.35,6427.50,60.0
2026-08-19 17:37:44,ZONE_A,29.27,84.00,1000.50,96.28,6904.17,62.0
2026-08-19 17:37:46,ZONE_A,29.27,84.00,1000.54,95.97,7397.50,56.0
2026-08-19 17:37:48,ZONE_A,29.24,84.00,1000.50,96.29,9080.00,57.0
2026-08-19 17:37:50,ZONE_A,29.26,84.00,1000.54,96.00,8745.00,53.0
2026-08-19 17:37:52,ZONE_A,29.28,84.00,1000.48,96.51,8219.17,54.0
2026-08-19 17:37:54,ZONE_A,29.30,84.00,1000.53,96.08,8461.67,52.0
2026-08-19 17:37:56,ZONE_A,29.29,84.00,1000.56,95.83,8016.67,54.0
2026-08-19 17:37:58,ZONE_A,29.31,84.00,1000.50,96.31,7611.67,64.0
2026-08-19 17:38:00,ZONE_A,29.30,84.00,1000.47,96.52,6319.17,55.0
2026-08-19 17:38:02,ZONE_A,29.26,85.00,1000.49,96.21,6276.67,63.0
2026-08-19 17:38:04,ZONE_A,29.25,85.00,1000.49,96.39,6123.33,56.0
2026-08-19 17:38:06,ZONE_A,29.26,85.00,1000.50,96.30,5955.83,60.0
2026-08-19 17:38:08,ZONE_A,29.27,85.00,1000.50,96.31,5845.83,51.0
2026-08-19 17:38:10,ZONE_A,29.29,85.00,1000.49,96.38,5885.83,61.0
2026-08-19 17:38:12,ZONE_A,29.31,85.00,1000.50,96.30,6838.33,54.0
2026-08-19 17:38:14,ZONE_A,29.32,85.00,1000.50,96.32,7170.83,62.0
2026-08-19 17:38:16,ZONE_A,29.31,85.00,1000.51,96.23,7482.50,59.0
2026-08-19 17:38:18,ZONE_A,29.27,85.00,1000.50,96.30,7695.83,54.0
2026-08-19 17:38:20,ZONE_A,29.21,85.00,1000.50,96.27,9433.33,59.0
2026-08-19 17:38:22,ZONE_A,29.15,85.00,1000.48,96.47,8710.83,61.0
2026-08-19 17:38:24,ZONE_A,29.14,85.00,1000.46,96.67,8761.67,62.0
2026-08-19 17:38:26,ZONE_A,29.15,85.00,1000.47,96.56,8885.83,64.0
2026-08-19 17:38:28,ZONE_A,29.16,85.00,1000.49,96.35,8932.50,63.0
2026-08-19 17:38:30,ZONE_A,29.20,85.00,1000.52,96.12,9185.00,56.0
2026-08-19 17:38:32,ZONE_A,29.23,85.00,1000.50,96.19,9328.33,50.0
2026-08-19 17:38:34,ZONE_A,29.27,85.00,1000.53,96.09,9393.33,48.0
2026-08-19 17:38:36,ZONE_A,29.29,85.00,1000.51,96.27,9553.33,59.0
2026-08-19 17:38:38,ZONE_A,29.29,85.00,1000.50,96.27,8504.17,58.0
2026-08-19 17:38:40,ZONE_A,29.28,85.00,1000.52,96.12,6450.00,56.0
2026-08-19 17:38:42,ZONE_A,29.29,85.00,1000.49,96.41,6613.33,58.0
2026-08-19 17:38:44,ZONE_A,29.27,85.00,1000.49,96.41,6581.67,55.0
2026-08-19 17:38:46,ZONE_A,29.14,85.00,1000.46,96.65,6856.67,46.0
2026-08-19 17:38:48,ZONE_A,29.11,85.00,1000.48,96.46,6581.67,65.0
2026-08-19 17:38:50,ZONE_A,29.09,85.00,1000.45,96.70,6717.50,56.0
2026-08-19 17:38:52,ZONE_A,29.10,85.00,1000.46,96.66,6635.00,59.0
2026-08-19 17:38:54,ZONE_A,29.09,85.00,1000.50,96.27,6838.33,59.0
2026-08-19 17:38:56,ZONE_A,29.02,85.00,1000.44,96.85,6800.83,38.0
2026-08-19 17:38:58,ZONE_A,28.97,85.00,1000.51,96.24,6760.00,60.0
2026-08-19 17:39:00,ZONE_A,28.96,85.00,1000.52,96.18,6742.50,51.0
2026-08-19 17:39:02,ZONE_A,28.93,85.00,1000.53,96.24,6857.50,59.0
2026-08-19 17:39:04,ZONE_A,28.92,85.00,1000.52,96.16,6860.00,62.0
2026-08-19 17:39:06,ZONE_A,28.93,85.00,1000.54,95.95,6450.00,55.0
2026-08-19 17:39:08,ZONE_A,28.93,85.00,1000.50,96.27,6493.33,51.0
2026-08-19 17:39:10,ZONE_A,28.93,85.00,1000.55,95.88,8373.33,72.0
2026-08-19 17:39:12,ZONE_A,29.02,85.00,1000.60,95.45,10166.67,58.0
2026-08-19 17:39:14,ZONE_A,29.07,85.00,1000.63,95.26,10440.00,53.0
2026-08-19 17:39:16,ZONE_A,29.12,85.00,1000.56,95.80,9017.50,51.0
2026-08-19 17:39:18,ZONE_A,29.16,85.00,1000.58,95.65,8933.33,54.0
2026-08-19 17:39:20,ZONE_A,29.19,85.00,1000.54,95.93,6935.83,58.0
2026-08-19 17:39:22,ZONE_A,29.22,85.00,1000.61,95.36,10123.33,57.0
2026-08-19 17:39:24,ZONE_A,29.27,85.00,1000.53,96.09,8507.50,45.0
2026-08-19 17:39:26,ZONE_A,29.28,85.00,1000.51,96.20,6915.83,38.0
2026-08-19 17:39:28,ZONE_A,29.29,85.00,1000.55,95.91,8498.33,58.0
2026-08-19 17:39:30,ZONE_A,29.29,85.00,1000.54,95.94,6850.83,66.0
2026-08-19 17:39:32,ZONE_A,29.23,85.00,1000.50,96.33,8515.00,30.0
2026-08-19 17:39:34,ZONE_A,29.19,85.00,1000.53,96.05,8745.00,62.0
2026-08-19 17:39:36,ZONE_A,29.15,85.00,1000.53,96.06,13139.17,53.0
2026-08-19 17:39:38,ZONE_A,29.08,84.00,1000.53,96.04,10300.83,56.0
2026-08-19 17:39:40,ZONE_A,29.06,84.00,1000.51,96.32,12122.50,52.0
2026-08-19 17:39:42,ZONE_A,29.04,84.00,1000.53,96.01,11311.67,55.0
2026-08-19 17:39:44,ZONE_A,29.02,84.00,1000.59,95.58,9910.83,59.0
2026-08-19 17:39:46,ZONE_A,29.02,84.00,1000.57,95.72,9489.17,59.0
2026-08-19 17:39:48,ZONE_A,29.01,84.00,1000.54,95.94,9248.33,49.0
2026-08-19 17:39:50,ZONE_A,29.02,84.00,1000.58,95.60,8699.17,66.0
2026-08-19 17:39:52,ZONE_A,29.03,84.00,1000.57,95.73,7037.50,57.0
2026-08-19 17:39:54,ZONE_A,29.04,84.00,1000.53,96.08,7238.33,64.0
2026-08-19 17:39:56,ZONE_A,29.04,84.00,1000.48,96.46,8053.33,54.0
2026-08-19 17:39:58,ZONE_A,29.07,84.00,1000.53,96.09,8171.67,51.0
2026-08-19 17:40:00,ZONE_A,29.07,84.00,1000.51,96.25,8178.33,48.0
2026-08-19 17:40:02,ZONE_A,29.10,84.00,1000.54,96.01,8168.33,51.0
2026-08-19 17:40:04,ZONE_A,29.12,84.00,1000.50,96.31,8021.67,67.0
2026-08-19 17:40:06,ZONE_A,29.13,84.00,1000.54,95.96,8089.17,56.0
2026-08-19 17:40:08,ZONE_A,29.15,85.00,1000.53,96.09,8206.67,58.0
2026-08-19 17:40:10,ZONE_A,29.16,85.00,1000.54,95.97,8115.83,59.0
2026-08-19 17:40:12,ZONE_A,29.18,84.00,1000.54,95.96,8136.67,51.0
2026-08-19 17:40:14,ZONE_A,29.17,84.00,1000.52,96.10,8064.17,60.0
2026-08-19 17:40:16,ZONE_A,29.15,85.00,1000.52,96.13,8485.00,57.0
2026-08-19 17:40:18,ZONE_A,29.17,85.00,1000.54,95.99,7105.83,49.0
2026-08-19 17:40:20,ZONE_A,29.16,85.00,1000.56,95.84,9330.83,57.0
2026-08-19 17:40:22,ZONE_A,29.13,85.00,1000.55,95.86,9419.17,63.0
2026-08-19 17:40:24,ZONE_A,29.12,85.00,1000.55,95.87,10981.67,50.0
2026-08-19 17:40:26,ZONE_A,29.09,85.00,1000.55,95.88,11560.83,62.0
2026-08-19 17:40:28,ZONE_A,29.08,85.00,1000.60,95.50,10243.33,54.0
2026-08-19 17:40:30,ZONE_A,29.09,85.00,1000.53,96.10,8279.17,64.0
